idUser;firstName;lastName;fullName;tanggalLahir;Alamat;jenisKelamin;noTelp;noRekening;kodeBank;namaBank
11348;Suryadi;Santi;Suryadi Santi;1990-04-06;Kuningan;P;08375414027;464911399;20;Bank Digital BCA
11482;Nurdin;Dede;Nurdin Dede;1987-02-26;Salatiga;P;08832301817;516379562;12;Bank Jenius
14706;Nurdin;Ali;Nurdin Ali;1982-01-14;Depok;P;08330735438;456548648;16;Bank Sinarmas
10524;Hendrik;Muhammad;Hendrik Muhammad;1998-01-28;Indramayu;L;08816392874;452851315;2;Bank Artha Graha Internasional
13083;Yohanes;Heri;Yohanes Heri;1979-01-27;Tasikmalaya;P;08765496020;589383053;19;Bank HSBC Indonesia
12294;Saiful;Deni;Saiful Deni;1979-10-23;Batang;P;08572124137;466678418;6;Bank Maspion
14860;Supriyadi;Ujang;Supriyadi Ujang;1980-06-16;Ciamis;L;08822707780;428082179;15;Bank UOB Indonesia
14174;Suparman;Hendra;Suparman Hendra;1973-07-07;Blora;L;08532400139;633466743;17;Bank Panin
14306;Ririn;Ratna;Ririn Ratna;1979-10-17;Majalengka;P;08626516431;446829041;15;Bank UOB Indonesia
12928;Didik;Endang;Didik Endang;1970-03-25;Pati;P;08632028130;635933421;6;Bank Maspion
11231;Nurdin;Moch;Nurdin Moch;1999-04-05;Bandung;P;08338755255;597630437;19;Bank HSBC Indonesia
11568;Ruslan;Ketut;Ruslan Ketut;1974-03-11;Semarang;L;08797752373;597566666;15;Bank UOB Indonesia
13498;Untung;Rudi;Untung Rudi;1980-07-02;Pemalang;P;08293566682;488109961;2;Bank Artha Graha Internasional
14586;Fajar;Akhmad;Fajar Akhmad;1983-10-22;Tegal;L;08371689119;579479472;19;Bank HSBC Indonesia
12947;Wiwik;Iin;Wiwik Iin;1989-06-17;Banjarnegara;P;08238768862;655736573;15;Bank UOB Indonesia
11560;Dg;Taufik;Dg Taufik;1981-06-09;Cirebon;P;08583130839;481393883;15;Bank UOB Indonesia
13136;Gede;Tuti;Gede Tuti;1974-01-15;Salatiga;L;08523846378;539723503;14;Bank Tabungan Negara
10431;Sulaiman;Putri;Sulaiman Putri;1980-04-23;Temanggung;P;08472635016;479320335;4;Bank Rakyat Indonesia
14971;Fitriani;Hadi;Fitriani Hadi;1988-09-23;Banjar;P;08294781008;633535368;1;Bank Central Asia
13029;Hartono;Lilik;Hartono Lilik;1984-09-10;Blora;P;08295838257;505618265;13;Bank BPD Bali
13278;Petrus;Achmad;Petrus Achmad;1967-08-08;Subang;L;08471881246;474798178;19;Bank HSBC Indonesia
12574;Marlina;Aan;Marlina Aan;1996-04-09;Bekasi;L;08242337923;556505174;5;Bank Negara Indonesia
12026;Sandi;Samsul;Sandi Samsul;1968-10-14;Subang;P;08292151464;686831875;7;Bank Syariah Indonesia
10949;Leni;Maria;Leni Maria;1993-06-13;Karawang;P;08603719137;610798787;17;Bank Panin
14519;Drs;Moch;Drs Moch;1967-09-12;Bogor;P;08794858993;494528933;15;Bank UOB Indonesia
13081;Syaiful;Mohamad;Syaiful Mohamad;1999-08-24;Surakarta;L;08375203145;637678575;11;Bank Raya Indonesia
10420;Leni;Sari;Leni Sari;1967-06-16;Subang;P;08307396813;672668952;8;Bank Jabar
13413;Suwarni;Wahyudi;Suwarni Wahyudi;1971-05-17;Batang;P;08232522067;431918157;6;Bank Maspion
11274;Ana;Heri;Ana Heri;1980-03-20;Sragen;P;08677413954;464555654;14;Bank Tabungan Negara
13345;Rahayu;Mochamad;Rahayu Mochamad;1998-01-30;Pangandaran;P;08860708147;527658847;20;Bank Digital BCA
13192;Mat;Asep;Mat Asep;1977-05-05;Bekasi;P;08214241359;452517683;4;Bank Rakyat Indonesia
14319;Ati;Eva;Ati Eva;1987-02-02;Blora;P;08234097032;471184027;19;Bank HSBC Indonesia
11163;Mulyono;Tati;Mulyono Tati;1966-05-03;Surakarta;P;08858481169;688257577;4;Bank Rakyat Indonesia
14998;Suryani;Abdullah;Suryani Abdullah;1996-09-12;Purbalingga;L;08253947058;715970797;10;Bank Jago
12256;Amir;Yusuf;Amir Yusuf;1969-11-29;Grobogan;L;08381467038;477700823;10;Bank Jago
13046;Rani;Susi;Rani Susi;1995-02-09;Rembang;P;08706340320;509906094;7;Bank Syariah Indonesia
11680;Sitti;Bambang;Sitti Bambang;1969-02-21;Kendal;L;08839089732;665580850;14;Bank Tabungan Negara
10626;Anik;La;Anik La;1976-01-29;Ciamis;P;08390723317;695379177;7;Bank Syariah Indonesia
14350;Kadek;Sumarni;Kadek Sumarni;1971-06-01;Sumedang;P;08611960643;691318416;13;Bank BPD Bali
12168;Arifin;Iis;Arifin Iis;1990-03-11;Bandung;L;08429357163;465201015;17;Bank Panin
14779;Sigit;Made;Sigit Made;1970-12-14;Pati;L;08626108291;524449092;2;Bank Artha Graha Internasional
14950;Yusup;Sri;Yusup Sri;1990-04-19;Magelang;P;08481883755;530836109;4;Bank Rakyat Indonesia
13253;Nia;Dian;Nia Dian;1976-06-01;Bogor;P;08818234908;450343646;12;Bank Jenius
14976;Wati;Endang;Wati Endang;1967-11-10;Subang;P;08442846088;595521673;16;Bank Sinarmas
13928;Supriyadi;Moch;Supriyadi Moch;1989-03-18;Bekasi;L;08278225157;497103283;1;Bank Central Asia
14279;Iskandar;Andri;Iskandar Andri;1975-05-10;Subang;L;08469315317;630820298;14;Bank Tabungan Negara
14553;Lili;Ika;Lili Ika;1981-10-22;Magelang;L;08610142351;706437841;9;Bank Artos
11904;Nining;Neneng;Nining Neneng;1975-10-03;Jepara;L;08543064304;466339342;3;Bank Mega
10700;Cucu;Ni;Cucu Ni;1991-04-26;Demak;L;08491146099;545460252;13;Bank BPD Bali
12022;Ir;Rika;Ir Rika;1999-07-09;Tegal;L;08454454264;648261896;6;Bank Maspion
12650;Rizky;Mohammad;Rizky Mohammad;1975-12-12;Garut;P;08708831670;671049964;8;Bank Jabar
10932;Suwandi;Lukman;Suwandi Lukman;1977-08-16;Tegal;L;08795028097;694125541;11;Bank Raya Indonesia
11664;Neng;Endang;Neng Endang;1990-05-25;Kebumen;P;08513541521;517667654;11;Bank Raya Indonesia
13833;Marlina;Sugeng;Marlina Sugeng;1981-02-08;Banjarnegara;L;08668469746;527982706;11;Bank Raya Indonesia
14887;Susanti;Yuni;Susanti Yuni;1968-03-21;Tasikmalaya;P;08816405009;715093140;15;Bank UOB Indonesia
11440;Suwarni;Maria;Suwarni Maria;1997-07-02;Wonogiri;L;08819719893;440168121;2;Bank Artha Graha Internasional
10999;Gede;Mohammad;Gede Mohammad;1984-08-29;Banyumas;P;08238098672;621088626;18;Bank Mandiri
10182;Samsudin;Nani;Samsudin Nani;1989-07-07;Sukabumi;L;08511448231;474775724;20;Bank Digital BCA
12408;Didi;Mohamad;Didi Mohamad;1970-01-18;Sukoharjo;P;08427570503;567554934;1;Bank Central Asia
14429;Hendrik;Edi;Hendrik Edi;1990-12-24;Semarang;L;08419197316;438268910;1;Bank Central Asia
11572;Sunarto;Moch;Sunarto Moch;1994-11-25;Karanganyar;L;08223515121;567006435;5;Bank Negara Indonesia
13118;David;Heru;David Heru;1971-04-24;Karawang;L;08802346205;663919083;10;Bank Jago
10870;Susilawati;Yusuf;Susilawati Yusuf;1993-11-05;Bandung Barat;P;08642937659;712028267;17;Bank Panin
12620;Jumiati;Dedi;Jumiati Dedi;1988-11-18;Kudus;P;08351123063;521600493;7;Bank Syariah Indonesia
12964;Sitti;Devi;Sitti Devi;1980-06-12;Tegal;P;08224486392;615282581;5;Bank Negara Indonesia
12881;Sumiyati;Andri;Sumiyati Andri;1966-10-09;Sukabumi;P;08443706290;683136363;13;Bank BPD Bali
10736;Rahman;Devi;Rahman Devi;1969-03-25;Tegal;L;08801273856;549187179;2;Bank Artha Graha Internasional
14368;Yusup;Rika;Yusup Rika;1978-08-19;Tasikmalaya;L;08235691680;481126666;16;Bank Sinarmas
14932;Anis;Rahmat;Anis Rahmat;1994-12-27;Banjarnegara;P;08789067576;455007017;12;Bank Jenius
11198;Winda;Lina;Winda Lina;1977-06-30;Wonogiri;L;08575623633;649883940;7;Bank Syariah Indonesia
12596;Junaidi;Yuli;Junaidi Yuli;1992-06-10;Bogor;L;08543151281;423494462;5;Bank Negara Indonesia
12540;Doni;Mohammad;Doni Mohammad;1983-07-03;Surakarta;P;08305881166;479592890;17;Bank Panin
12379;St;Moch;St Moch;1990-04-06;Klaten;P;08309043894;639156579;20;Bank Digital BCA
13652;Sumini;Puji;Sumini Puji;1974-08-19;Semarang;L;08633890566;607612966;3;Bank Mega
13358;Mat;Hendra;Mat Hendra;1980-04-03;Majalengka;L;08351367219;667655012;9;Bank Artos
13675;Siska;Iis;Siska Iis;1965-03-02;Sukoharjo;P;08506801465;430931552;16;Bank Sinarmas
14573;Rian;Made;Rian Made;1990-01-13;Cirebon;P;08784705364;527030326;2;Bank Artha Graha Internasional
11942;Wiwik;Tuti;Wiwik Tuti;1994-08-12;Banyumas;P;08503173032;531193589;17;Bank Panin
14899;Hartono;Asep;Hartono Asep;1977-08-12;Demak;L;08361257373;449805592;10;Bank Jago
10072;Amin;Fatimah;Amin Fatimah;1976-04-19;Magelang;L;08680726412;492114382;6;Bank Maspion
14259;Mimin;Putri;Mimin Putri;1966-01-13;Subang;L;08842211997;605560614;4;Bank Rakyat Indonesia
10316;Anang;Indra;Anang Indra;1993-01-30;Purworejo;P;08736415299;602077110;13;Bank BPD Bali
14707;Asih;Kartini;Asih Kartini;1966-10-09;Wonogiri;P;08648195298;692135756;11;Bank Raya Indonesia
14431;Marlina;Yuli;Marlina Yuli;1970-01-15;Demak;P;08810720873;467888971;13;Bank BPD Bali
13311;Hendrik;Indah;Hendrik Indah;1986-02-23;Pekalongan;P;08421970257;561890424;16;Bank Sinarmas
10790;Sumardi;Rina;Sumardi Rina;1973-08-14;Bandung;L;08239962959;649249620;9;Bank Artos
14274;Jajang;Aris;Jajang Aris;1973-05-16;Banyumas;P;08473036257;598996794;16;Bank Sinarmas
14894;Rahman;Yati;Rahman Yati;1984-12-24;Pemalang;P;08627133506;703397722;5;Bank Negara Indonesia
10585;Ati;Putu;Ati Putu;1972-05-08;Blora;L;08466875319;644762861;20;Bank Digital BCA
14550;Irfan;Euis;Irfan Euis;1992-09-07;Karawang;P;08695703522;698640512;16;Bank Sinarmas
10774;Dedy;Wa;Dedy Wa;1966-07-10;Sragen;L;08397115679;481172739;20;Bank Digital BCA
13129;Sulaiman;Indra;Sulaiman Indra;1967-08-10;Pekalongan;L;08772500980;587978138;6;Bank Maspion
10309;Doni;Ani;Doni Ani;1979-08-06;Grobogan;L;08644964729;613450879;9;Bank Artos
14890;Sitti;Eti;Sitti Eti;1967-05-18;Pekalongan;L;08365060682;716688801;8;Bank Jabar
12340;Yuyun;Maria;Yuyun Maria;1998-07-21;Blora;P;08513324089;633281404;10;Bank Jago
14432;Firman;Erni;Firman Erni;1994-11-23;Sukoharjo;P;08821845885;596723137;13;Bank BPD Bali
12851;Mariana;Nani;Mariana Nani;1967-07-30;Pemalang;L;08672731154;561492919;12;Bank Jenius
13216;Maryati;Putri;Maryati Putri;1989-04-28;Pekalongan;P;08430585592;691807175;15;Bank UOB Indonesia
10330;Ina;Maman;Ina Maman;1979-08-26;Banyumas;L;08331207673;490845190;20;Bank Digital BCA
14802;Farida;Ika;Farida Ika;1966-01-28;Depok;L;08360532182;453085133;7;Bank Syariah Indonesia
13039;Suwarti;Tuti;Suwarti Tuti;1982-11-21;Rembang;L;08369267681;457627237;7;Bank Syariah Indonesia
10717;Novita;Nur;Novita Nur;1966-07-30;Kebumen;P;08210929223;536178204;3;Bank Mega
12623;Rizky;Puji;Rizky Puji;1980-02-16;Cilacap;P;08653867607;673017477;8;Bank Jabar
11771;Marni;Reni;Marni Reni;1969-03-05;Ciamis;P;08466028376;720334175;9;Bank Artos
10630;Junaidi;Andi;Junaidi Andi;1973-12-22;Semarang;L;08299253212;604645677;1;Bank Central Asia
11988;Yanto;Ade;Yanto Ade;1972-10-10;Pati;P;08822275179;474004822;12;Bank Jenius
10886;Winda;Linda;Winda Linda;1969-11-09;Depok;P;08223147700;422415607;8;Bank Jabar
13386;Rusli;Ari;Rusli Ari;1974-11-21;Tasikmalaya;P;08734436676;636430051;3;Bank Mega
14093;Titi;Linda;Titi Linda;1979-11-13;Cirebon;L;08817427514;442160853;6;Bank Maspion
14690;Yayat;Ni;Yayat Ni;1972-04-10;Semarang;P;08581370851;541832845;4;Bank Rakyat Indonesia
11034;Candra;Lilik;Candra Lilik;1989-05-29;Ciamis;P;08347240164;484506611;3;Bank Mega
11279;Kusnadi;Agus;Kusnadi Agus;1995-05-27;Majalengka;P;08869279325;621964173;3;Bank Mega
10993;Saiful;Fitri;Saiful Fitri;1995-07-28;Pekalongan;L;08744173190;567495528;15;Bank UOB Indonesia
11542;Wahyuni;Taufik;Wahyuni Taufik;1987-01-23;Rembang;P;08287977130;595187024;6;Bank Maspion
10420;Sitti;Lilis;Sitti Lilis;1975-11-16;Pemalang;L;08407170840;458194044;7;Bank Syariah Indonesia
14745;Sunarto;Rahmat;Sunarto Rahmat;1999-09-26;Tegal;L;08625620602;621707051;4;Bank Rakyat Indonesia
10282;Roni;Erna;Roni Erna;1987-12-29;Tasikmalaya;P;08370451179;667501212;6;Bank Maspion
12825;Mat;Nur;Mat Nur;1984-11-07;Pemalang;L;08637972293;556792621;17;Bank Panin
11027;Daniel;Gusti;Daniel Gusti;1971-08-07;Banyumas;L;08798584925;577318893;12;Bank Jenius
12594;Deden;Yanti;Deden Yanti;1985-03-10;Blora;P;08344907134;478160727;1;Bank Central Asia
13535;Iman;Erna;Iman Erna;1977-02-15;Purworejo;P;08586977848;451749557;7;Bank Syariah Indonesia
12259;Sandi;Abdul;Sandi Abdul;1978-09-11;Cirebon;P;08646283501;464492778;14;Bank Tabungan Negara
11001;Sumini;Maria;Sumini Maria;1992-01-21;Cirebon;P;08502084573;642207824;10;Bank Jago
10571;Saiful;Teguh;Saiful Teguh;1970-10-08;Subang;L;08632500824;430539678;7;Bank Syariah Indonesia
11920;Titik;Iin;Titik Iin;1999-05-12;Bandung;P;08234472476;680516072;5;Bank Negara Indonesia
10213;Didik;Arif;Didik Arif;1976-10-31;Cianjur;L;08732007382;586379238;17;Bank Panin
10538;Mariana;Heni;Mariana Heni;1974-02-14;Boyolali;P;08340791290;711586366;5;Bank Negara Indonesia
14999;Titik;Lia;Titik Lia;1985-01-13;Batang;L;08436121810;668282967;18;Bank Mandiri
14038;Syaiful;Sunarti;Syaiful Sunarti;1980-02-26;Ciamis;L;08702162711;501612161;7;Bank Syariah Indonesia
10801;Amir;Moch;Amir Moch;1998-10-12;Cilacap;P;08487742327;480133700;13;Bank BPD Bali
14873;Tini;Wiwin;Tini Wiwin;1966-11-30;Cirebon;L;08272576882;713015127;13;Bank BPD Bali
11642;Joni;Diana;Joni Diana;1973-01-24;Garut;P;08301224480;524787057;18;Bank Mandiri
10101;Leni;Dadang;Leni Dadang;1981-04-17;Kendal;P;08825282717;495304106;13;Bank BPD Bali
13042;Suryani;Nurul;Suryani Nurul;1973-06-27;Tegal;L;08434355486;660828744;1;Bank Central Asia
10555;Suwandi;Susi;Suwandi Susi;1974-12-01;Jepara;L;08254847102;494581857;8;Bank Jabar
10436;Murni;Rini;Murni Rini;1987-06-20;Grobogan;L;08312719922;654641692;19;Bank HSBC Indonesia
12800;Eman;Wahyudi;Eman Wahyudi;1977-05-07;Kudus;P;08328189487;494968441;6;Bank Maspion
12332;Gunawan;Rahmat;Gunawan Rahmat;1967-11-02;Garut;L;08758297606;567605045;9;Bank Artos
13994;Rosita;Hendri;Rosita Hendri;1982-10-31;Karanganyar;L;08575815692;594006112;16;Bank Sinarmas
12123;Ita;Lia;Ita Lia;1974-02-18;Cilacap;P;08733900063;426329094;12;Bank Jenius
14865;Farida;Endang;Farida Endang;1965-07-15;Salatiga;P;08233743292;499313090;20;Bank Digital BCA
12158;Murni;Slamet;Murni Slamet;1981-06-23;Surakarta;L;08644272812;602701995;20;Bank Digital BCA
13812;Siska;Abdullah;Siska Abdullah;1982-04-06;Banjarnegara;P;08606814858;557526895;18;Bank Mandiri
10977;Untung;Andri;Untung Andri;1991-02-10;Sukoharjo;L;08660628003;636254681;8;Bank Jabar
14484;Titi;Mulyadi;Titi Mulyadi;1983-07-28;Purwakarta;P;08394808881;701860357;13;Bank BPD Bali
11464;Komang;Umi;Komang Umi;1974-01-25;Wonosobo;P;08307913683;443464165;3;Bank Mega
13206;Supriyadi;Usman;Supriyadi Usman;1990-10-20;Kebumen;L;08368540765;538738223;18;Bank Mandiri
14339;Hari;Wawan;Hari Wawan;1997-03-12;Jepara;L;08742937396;569584161;3;Bank Mega
10237;Anang;Gusti;Anang Gusti;1991-07-16;Purworejo;L;08716920071;651368380;17;Bank Panin
13174;Candra;Imam;Candra Imam;1982-03-17;Cilacap;L;08214879390;607875728;14;Bank Tabungan Negara
12363;Untung;Ketut;Untung Ketut;1989-10-18;Sumedang;L;08340855449;581553845;4;Bank Rakyat Indonesia
13549;Suparmi;Sulastri;Suparmi Sulastri;1986-10-24;Subang;P;08789477449;504901826;9;Bank Artos
10535;Zainal;Rahmat;Zainal Rahmat;1975-06-28;Kudus;P;08863501153;563996817;9;Bank Artos
12189;Nia;Haji;Nia Haji;1975-02-09;Bogor;L;08516065908;423692047;1;Bank Central Asia
14817;Yunus;Yani;Yunus Yani;1990-06-10;Indramayu;P;08214637198;474998453;19;Bank HSBC Indonesia
14056;Supriadi;Slamet;Supriadi Slamet;1986-04-08;Magelang;P;08675456485;474222919;18;Bank Mandiri
14187;Maryati;Akhmad;Maryati Akhmad;1990-10-22;Bekasi;L;08488859230;636209285;10;Bank Jago
12569;Zainal;Gusti;Zainal Gusti;1973-07-08;Sukabumi;P;08321710241;693201299;6;Bank Maspion
14414;Rizki;Imas;Rizki Imas;1969-02-25;Purbalingga;L;08800736726;504757037;9;Bank Artos
12970;Novita;Nana;Novita Nana;1993-03-13;Cirebon;L;08516359718;615740062;5;Bank Negara Indonesia
12505;Farida;Taufik;Farida Taufik;1997-06-15;Cirebon;P;08349454546;537823048;7;Bank Syariah Indonesia
14483;Rizki;Sugeng;Rizki Sugeng;1966-10-14;Purworejo;L;08469663899;487516117;2;Bank Artha Graha Internasional
13134;Fitriani;Yuli;Fitriani Yuli;1987-09-08;Rembang;P;08530912020;452289421;9;Bank Artos
10368;Yohanes;Endang;Yohanes Endang;1978-04-02;Magelang;P;08728322070;503571793;15;Bank UOB Indonesia
12312;Suryadi;Teguh;Suryadi Teguh;1974-02-14;Jepara;P;08731536843;466561531;4;Bank Rakyat Indonesia
10441;Novita;Ai;Novita Ai;1986-12-26;Pekalongan;P;08511445190;523024865;18;Bank Mandiri
13891;Rahman;Maria;Rahman Maria;1969-01-29;Blora;P;08636514740;499473951;19;Bank HSBC Indonesia
12988;Nina;Herman;Nina Herman;1991-02-26;Kendal;P;08213678151;602378784;9;Bank Artos
11829;Maya;Lilik;Maya Lilik;1969-09-25;Sukoharjo;L;08633461397;469537227;8;Bank Jabar
13372;Toni;Sari;Toni Sari;1988-01-17;Sumedang;P;08323684742;607398763;13;Bank BPD Bali
13469;Dodi;Novi;Dodi Novi;1999-03-23;Pangandaran;P;08793110397;554316079;18;Bank Mandiri
12494;Wahyuni;Yeni;Wahyuni Yeni;1994-08-15;Karawang;P;08693330711;664221105;4;Bank Rakyat Indonesia
11654;Entin;Abdul;Entin Abdul;1974-01-01;Batang;L;08482735679;512513122;6;Bank Maspion
14880;Titik;Heru;Titik Heru;1982-12-05;Banjarnegara;P;08461750951;609883276;1;Bank Central Asia
11763;Suwarni;Abdul;Suwarni Abdul;1971-04-19;Magelang;L;08224799172;666523403;8;Bank Jabar
14733;Sutini;Made;Sutini Made;1980-04-23;Sukabumi;P;08637222222;481311876;19;Bank HSBC Indonesia
11473;Suryani;Fitri;Suryani Fitri;1988-07-16;Indramayu;P;08510687314;677479116;13;Bank BPD Bali
12727;Teti;Sugeng;Teti Sugeng;1999-12-18;Ciamis;L;08588667479;572240647;10;Bank Jago
11382;Tutik;Heri;Tutik Heri;1985-03-17;Kudus;L;08279276667;666617893;18;Bank Mandiri
14523;Drs;Bambang;Drs Bambang;1980-01-28;Purbalingga;L;08799963045;589803352;20;Bank Digital BCA
10203;Suyanto;Wayan;Suyanto Wayan;1972-06-09;Temanggung;L;08650685859;596432517;7;Bank Syariah Indonesia
13328;Rahman;Ade;Rahman Ade;1972-03-14;Tegal;P;08378122221;717827725;11;Bank Raya Indonesia
13918;Nita;Titin;Nita Titin;1981-02-09;Indramayu;L;08213624202;584966791;12;Bank Jenius
10259;Kadek;Diana;Kadek Diana;1995-11-27;Magelang;L;08858959252;515940143;4;Bank Rakyat Indonesia
14063;Rahmawati;Lilis;Rahmawati Lilis;1992-12-14;Pati;P;08698580203;492140337;9;Bank Artos
12017;Irfan;La;Irfan La;1998-03-15;Tasikmalaya;L;08654321584;687769935;3;Bank Mega
13880;Supriadi;Nur;Supriadi Nur;1985-11-16;Tegal;P;08594153531;433355378;16;Bank Sinarmas
11476;Yanto;Hadi;Yanto Hadi;1993-11-27;Pemalang;P;08656399335;551142503;19;Bank HSBC Indonesia
10047;Rani;Sunarti;Rani Sunarti;1978-02-01;Temanggung;L;08745500669;680917563;17;Bank Panin
14342;Nuraini;Sutrisno;Nuraini Sutrisno;1979-10-17;Rembang;P;08307163225;420500081;9;Bank Artos
11375;Diah;Wayan;Diah Wayan;1975-11-22;Jepara;P;08459725004;683739209;15;Bank UOB Indonesia
13979;Rizki;Muhamad;Rizki Muhamad;1995-12-12;Demak;P;08840982795;421030992;18;Bank Mandiri
11517;Sumini;Lilik;Sumini Lilik;1975-06-07;Bandung;L;08304192727;530666798;4;Bank Rakyat Indonesia
12381;Rizky;Irwan;Rizky Irwan;1978-11-18;Semarang;L;08602792158;543302033;6;Bank Maspion
11347;Angga;Edy;Angga Edy;1977-12-23;Purwakarta;P;08300956465;709911523;6;Bank Maspion
12235;Entin;Slamet;Entin Slamet;1968-03-27;Subang;P;08840435158;435108923;4;Bank Rakyat Indonesia
14436;Firman;Muhammad;Firman Muhammad;1999-05-20;Cirebon;L;08368327825;709659543;16;Bank Sinarmas
13868;Deden;Irma;Deden Irma;1979-06-23;Cimahi;L;08706372105;649049959;20;Bank Digital BCA
11732;Sutini;Ni;Sutini Ni;1995-09-10;Klaten;P;08847981513;671694773;18;Bank Mandiri
14628;Sitti;Endang;Sitti Endang;1980-06-08;Klaten;L;08248162051;550108125;10;Bank Jago
10997;Deden;Rini;Deden Rini;1995-08-30;Sragen;P;08227615700;644777141;20;Bank Digital BCA
12604;Yanto;Agus;Yanto Agus;1989-12-09;Kuningan;P;08495538017;440409122;16;Bank Sinarmas
12271;Nurjanah;Yani;Nurjanah Yani;1988-12-22;Magelang;P;08448541854;461872081;8;Bank Jabar
13138;Fajar;Yani;Fajar Yani;1981-01-17;Bandung;L;08582333961;625698946;11;Bank Raya Indonesia
14725;Jumiati;Umi;Jumiati Umi;1972-01-16;Tegal;P;08856742493;491189754;18;Bank Mandiri
10879;Rusli;Hendra;Rusli Hendra;1966-12-01;Bandung Barat;L;08537509957;620528434;1;Bank Central Asia
10968;Ibrahim;Adi;Ibrahim Adi;1970-11-16;Pati;L;08386642217;536573402;8;Bank Jabar
10410;Rizky;Ali;Rizky Ali;1968-09-16;Bandung;L;08223716312;520273314;14;Bank Tabungan Negara
11457;Haris;Ismail;Haris Ismail;1998-06-18;Semarang;P;08598399458;652888004;17;Bank Panin
10354;Anah;Yuliana;Anah Yuliana;1976-02-29;Wonosobo;L;08861618037;680885147;1;Bank Central Asia
10116;Toni;Yani;Toni Yani;1977-09-13;Cilacap;P;08830539322;611985604;10;Bank Jago
14459;Rahman;Anwar;Rahman Anwar;1967-10-19;Pekalongan;P;08466023474;496697352;7;Bank Syariah Indonesia
12611;Amin;Ayu;Amin Ayu;1988-03-11;Sumedang;P;08716693517;562395333;13;Bank BPD Bali
13261;Suryani;Nana;Suryani Nana;1991-11-11;Bandung;L;08857796674;615045548;3;Bank Mega
14591;Dedy;Ahmad;Dedy Ahmad;1978-03-27;Kuningan;P;08631862134;542335386;12;Bank Jenius
13393;Suci;Yani;Suci Yani;1982-03-22;Salatiga;P;08389445534;558826262;18;Bank Mandiri
12055;Ilham;Eva;Ilham Eva;1966-02-24;Purbalingga;L;08431393670;719855968;8;Bank Jabar
11235;Mulyono;Ni;Mulyono Ni;1978-09-23;Indramayu;P;08602424953;421182334;6;Bank Maspion
10650;Udin;Nur;Udin Nur;1989-01-03;Boyolali;L;08422828206;591561517;8;Bank Jabar
14876;Diah;Yuli;Diah Yuli;1987-02-03;Sragen;L;08324295359;586982766;16;Bank Sinarmas
11793;Toni;Edy;Toni Edy;1966-10-22;Tegal;P;08652829812;619735178;8;Bank Jabar
13339;St;Abdullah;St Abdullah;1973-10-02;Bogor;L;08840164584;660256612;13;Bank BPD Bali
12650;Gede;Mulyadi;Gede Mulyadi;1971-06-04;Surakarta;L;08592695052;560381708;17;Bank Panin
14422;Diah;Erni;Diah Erni;1976-06-16;Salatiga;L;08657326033;545059456;8;Bank Jabar
12534;Sitti;Anita;Sitti Anita;1994-03-21;Klaten;L;08266820731;625113153;5;Bank Negara Indonesia
10741;Rizal;Halimah;Rizal Halimah;1975-02-04;Jepara;L;08720067861;477920212;13;Bank BPD Bali
13715;Syaiful;Ujang;Syaiful Ujang;1986-05-23;Karanganyar;L;08256714814;439227969;12;Bank Jenius
12456;Eman;Haji;Eman Haji;1996-05-30;Brebes;L;08752429873;490940792;14;Bank Tabungan Negara
11547;Kadek;Wiwin;Kadek Wiwin;1978-10-27;Magelang;L;08518668903;485521972;8;Bank Jabar
14211;Suparti;Usman;Suparti Usman;1983-09-01;Bogor;L;08282695102;468758439;9;Bank Artos
13853;Yusup;Sugeng;Yusup Sugeng;1994-06-27;Temanggung;L;08396933550;645608158;19;Bank HSBC Indonesia
10699;Mariana;Rudi;Mariana Rudi;1999-01-10;Salatiga;L;08215559518;520908203;20;Bank Digital BCA
14158;Farida;Dewi;Farida Dewi;1986-06-18;Bandung;P;08688244281;590325347;6;Bank Maspion
14346;Kadek;Edy;Kadek Edy;1982-10-03;Bandung;L;08750023727;525808224;20;Bank Digital BCA
11600;Rizky;Putu;Rizky Putu;1973-08-09;Bandung Barat;P;08594048669;634413104;1;Bank Central Asia
13892;Leni;Lukman;Leni Lukman;1980-07-09;Batang;P;08459615922;566439890;3;Bank Mega
14385;Wati;Supardi;Wati Supardi;1995-05-30;Magelang;L;08349172075;458706688;3;Bank Mega
14347;Rizki;Nana;Rizki Nana;1976-08-20;Wonogiri;P;08233851528;463047269;9;Bank Artos
12004;Rusdi;Abdullah;Rusdi Abdullah;1981-10-13;Kuningan;P;08708568598;668867693;20;Bank Digital BCA
10819;Jamilah;Rini;Jamilah Rini;1971-06-18;Demak;L;08509584230;647483405;7;Bank Syariah Indonesia
10760;Udin;Yati;Udin Yati;1965-05-13;Bekasi;P;08221573788;715402800;11;Bank Raya Indonesia
14422;Mimin;Sumiati;Mimin Sumiati;1976-06-18;Pekalongan;L;08342928702;539737728;14;Bank Tabungan Negara
11309;Susilawati;Putri;Susilawati Putri;1991-09-20;Sukoharjo;P;08819203553;577012898;20;Bank Digital BCA
14472;Arief;Andri;Arief Andri;1981-08-07;Subang;L;08432896311;521398618;13;Bank BPD Bali
14696;Amir;Wayan;Amir Wayan;1997-04-28;Grobogan;P;08647671964;606995760;2;Bank Artha Graha Internasional
11891;Sumardi;Neneng;Sumardi Neneng;1982-04-06;Klaten;P;08565735232;653205428;2;Bank Artha Graha Internasional
